,name,artists,acousticness,danceability,duration_ms,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,valence,nlp_lyrics,nlp_annotations,valence+nlp,mood
154,Delicatula,['Azulina'],0.924,0.145,224000,0.184,0.928,2,0.0952,-23.674,1,0.0696,77.488,4,0.0328,,,0.0328,Sleepy
155,Deep Dive,['Ambienetic'],0.967,0.26,161886,0.124,0.847,11,0.0939,-23.815,1,0.0321,70.057,4,0.167,,,0.167,Sleepy
156,Alaska,['Scandinavian Nights'],0.961,0.212,187119,0.00494,0.933,4,0.0616,-43.412,1,0.0384,68.377,5,0.0345,1.0,1.0,0.0545,Sleepy
157,Astrophel,['Arlo Leclerc'],0.97,0.128,174929,0.153,0.948,9,0.0948,-21.854,1,0.0423,96.525,3,0.0635,,,0.0635,Sleepy
158,Reverberating,['Karush Vodri'],0.801,0.105,180000,0.236,0.754,10,0.111,-22.01,0,0.0416,79.766,4,0.0322,,,0.0322,Sleepy
159,Love Yourself,['xerLK'],0.73,0.192,166452,0.196,0.938,9,0.0983,-21.235,1,0.0395,72.887,5,0.0377,,,0.0377,Sleepy
160,Divinity,['The Valley Mist'],0.947,0.0829,224000,0.0695,0.953,2,0.107,-21.732,0,0.0448,75.482,1,0.0375,0.9949,0.9949,0.0574,Sleepy
161,New Ports,['Zero Degrees Celsius'],0.918,0.171,236000,0.00922,0.81,8,0.11,-28.591,1,0.0518,80.185,4,0.0362,,,0.0362,Sleepy
162,Ambiance Road,['Rigaud'],0.992,0.166,228556,0.067,0.947,0,0.074,-26.335,1,0.0511,109.859,4,0.0692,1.0,1.0,0.0892,Sleepy
163,And Rest!,['Omaday'],0.91,0.0868,198000,0.038,0.867,2,0.0799,-29.067,1,0.0439,79.196,3,0.0736,1.0,1.0,0.0936,Sleepy
164,Still River,['chillchild'],0.328,0.228,202000,0.131,0.948,5,0.0842,-25.621,1,0.0499,75.281,4,0.073,0.9999,0.9999,0.093,Sleepy
165,Loved by the Stars,['Rubycon Sunset'],0.975,0.16,144857,0.123,0.915,3,0.111,-22.609,1,0.0439,62.985,4,0.0377,,,0.0377,Sleepy
166,Sunflower Rise,['Ken Brolin'],0.75,0.229,203250,0.102,0.959,11,0.0968,-20.387,0,0.0419,56.559,3,0.0671,,,0.0671,Sleepy
167,Laborers Lake,['The Lay-Backs'],0.959,0.13,224727,0.0479,0.952,0,0.0947,-25.695,1,0.0478,84.791,4,0.0302,0.9995,0.9995,0.0502,Sleepy
168,Buoyant,['Keira Barton'],0.979,0.134,189250,0.0413,0.815,9,0.0878,-28.929,1,0.0607,144.693,4,0.0444,,,0.0444,Sleepy
169,Instinto Natural,['Esmeraldas'],0.556,0.0737,192000,0.0827,0.872,10,0.11,-25.998,1,0.039,79.305,3,0.108,-0.9999,-0.9999,0.088,Sleepy
170,State of Unreality,['Lugar'],0.784,0.0621,161379,0.0402,0.855,5,0.113,-29.003,1,0.055,69.037,4,0.0362,1.0,1.0,0.0562,Sleepy
