,name,artists,acousticness,danceability,duration_ms,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,valence,nlp_lyrics,nlp_annotations,valence+nlp,mood
45,Swingsets,['Nell Mescal'],0.74,0.378,196875,0.265,0.0643,8,0.101,-10.336,0,0.0292,76.097,4,0.182,,,0.182,Sad
46,Call Me When It's Over,['James Smith'],0.627,0.482,227801,0.347,3.69e-05,6,0.144,-9.776,1,0.0472,172.732,4,0.511,0.7703,0.7703,0.5264,Sad
47,Recover,['FWA'],0.857,0.487,168467,0.234,0.0,11,0.195,-6.919,1,0.0441,179.239,4,0.54,-0.9902,-0.9902,0.5202,Sad
48,Bedroom Ceiling,['Sody'],0.728,0.49,180086,0.416,0.0,6,0.0694,-7.702,1,0.127,125.928,4,0.236,-0.3827,-0.3827,0.2283,Sad
49,If We're Being Honest,['Novo Amor'],0.888,0.498,235053,0.432,0.617,3,0.136,-7.297,1,0.0296,132.928,4,0.126,0.9687,0.9687,0.1454,Sad
50,"Boring, Happy, Beautiful",['Sianon'],0.879,0.401,168522,0.215,0.0,7,0.134,-10.349,0,0.0649,172.109,5,0.166,-1.0,-1.0,0.146,Sad
51,Overused (feat. gnash),"['Clara Mae', 'gnash']",0.647,0.503,161196,0.525,0.0,0,0.104,-7.79,1,0.134,115.6,4,0.681,0.9839,0.9839,0.7007,Sad
52,Slow Motion,['Charlotte Lawrence'],0.423,0.665,183850,0.61,0.0,0,0.127,-7.655,0,0.0436,127.976,4,0.473,0.8888,0.8888,0.4908,Sad
53,Rescue Me,['James Gillespie'],0.355,0.56,196027,0.712,1.83e-05,10,0.212,-7.862,0,0.0574,80.919,4,0.375,0.9987,0.9987,0.395,Sad
54,Charlotte,['Sody'],0.622,0.363,216624,0.339,0.000107,0,0.0968,-10.208,1,0.133,178.405,3,0.0484,0.9208,0.9208,0.0668,Sad
55,Crawl,['Blakey'],0.63,0.707,188571,0.492,0.0,4,0.434,-7.294,1,0.0766,112.017,5,0.693,-0.9991,-0.9991,0.673,Sad
56,Love You Twice,['Lilla Vargen'],0.864,0.497,204736,0.118,4.13e-05,7,0.116,-11.996,1,0.0318,95.113,3,0.164,-0.4971,-0.4971,0.1541,Sad
57,Why Can't You See Me?,['KOKO'],0.883,0.389,197579,0.248,1.95e-06,0,0.0588,-15.403,1,0.0441,68.717,4,0.179,0.8943,0.8943,0.1969,Sad
58,Little Girl,['Arlissa'],0.539,0.518,226393,0.659,0.0,11,0.102,-4.935,0,0.0407,139.813,4,0.224,0.9973,0.9973,0.2439,Sad
59,Part Of Me,['Joel Baker'],0.683,0.629,174050,0.473,0.0,9,0.152,-5.571,1,0.0331,84.822,4,0.245,0.7263,0.7263,0.2595,Sad
