,name,artists,acousticness,danceability,duration_ms,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,valence,nlp_lyrics,nlp_annotations,valence+nlp,mood
136,MonoStereo,['The Nowhows'],0.898,0.193,154677,0.0283,0.827,2,0.111,-24.7,1,0.042,68.208,4,0.0728,,,0.0728,Sleepy
137,Aerofoil,['Ammachi'],0.905,0.2,199024,0.189,0.728,4,0.101,-22.053,1,0.0422,140.192,3,0.176,,,0.176,Sleepy
138,Bela adormecida,['Solidão'],0.99,0.309,145475,0.025,0.931,3,0.0924,-26.126,1,0.0462,66.463,5,0.0637,,,0.0637,Sleepy
139,Gentle Stream,['Syla Lo'],0.989,0.071,198000,0.00897,0.888,0,0.129,-30.08,1,0.0429,75.724,5,0.0579,,,0.0579,Sleepy
140,Tidal Flow,['Yonder Dale'],0.963,0.142,162625,0.0412,0.813,8,0.129,-22.866,1,0.0466,67.3,4,0.0369,0.9993,0.9993,0.0569,Sleepy
141,Cosmos,['Universo'],0.965,0.0602,229404,0.0873,0.866,0,0.107,-25.05,1,0.0445,64.171,3,0.0359,0.9678,0.9678,0.0553,Sleepy
142,Way of Shadows,['Astral Shade'],0.976,0.0962,175814,0.0541,0.959,0,0.167,-25.214,1,0.0398,174.739,3,0.0588,1.0,1.0,0.0788,Sleepy
143,Rebirth,"[""Lou D'Audrey""]",0.966,0.241,191429,0.043,0.874,8,0.108,-24.347,1,0.0399,68.391,1,0.0711,0.9344,0.9344,0.0898,Sleepy
144,Slowly Floating,['Sleepy Clouds'],0.957,0.164,179793,0.0258,0.921,10,0.129,-27.415,1,0.0374,62.577,4,0.0628,0.983,0.983,0.0825,Sleepy
145,Will you be there when I wake up,['Gemma Casimaty'],0.944,0.187,164125,0.0911,0.921,0,0.104,-28.802,1,0.0489,66.282,4,0.359,,,0.359,Sleepy
146,Eyes of Redemption,['Dolores Fernel'],0.993,0.126,183353,0.00567,0.82,2,0.104,-36.018,1,0.0435,67.178,3,0.158,0.9998,0.9998,0.178,Sleepy
147,Phaedra,['Arlette Leduc'],0.972,0.0843,196000,0.00408,0.854,0,0.109,-31.801,1,0.042,76.94,5,0.04,,,0.04,Sleepy
148,Shallow Water,['Walter Giulini'],0.994,0.592,172073,0.000884,0.953,7,0.0862,-33.083,1,0.102,122.667,1,0.27,1.0,1.0,0.29,Sleepy
149,Jupiter Sunrise,['Oliver Évilo'],0.992,0.21,178402,0.00385,0.95,9,0.0738,-37.141,0,0.0348,107.116,4,0.114,0.9984,0.9984,0.134,Sleepy
150,Nuuk,['Peer Lynge'],0.967,0.139,164000,0.0291,0.866,2,0.126,-31.679,0,0.039,74.044,4,0.0397,1.0,1.0,0.0597,Sleepy
151,Dinlenmek,['Aidin'],0.992,0.101,223956,0.00213,0.902,3,0.105,-35.65,1,0.0432,69.226,4,0.0604,0.0,0.0,0.0604,Sleepy
