,name,artists,acousticness,danceability,duration_ms,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,valence,nlp_lyrics,nlp_annotations,valence+nlp,mood
31,Losing Me,"['Gabrielle Aplin', 'JP Cooper']",0.209,0.66,180640,0.449,0.0,7,0.111,-6.573,1,0.0442,133.984,4,0.237,-0.9473,-0.9473,0.2181,Aroused
32,Girlfriend,['Charlie Puth'],0.18,0.758,177438,0.583,5.12e-05,1,0.107,-6.361,1,0.0421,97.537,4,0.797,0.9696,0.9696,0.8164,Aroused
33,Slow,['SHY Martin'],0.815,0.636,163547,0.243,0.0,2,0.111,-9.509,1,0.04,142.016,4,0.239,0.6065,0.6065,0.2511,Aroused
34,Anyone,['Justin Bieber'],0.181,0.686,190779,0.538,3.13e-06,2,0.113,-8.026,1,0.0345,115.884,4,0.584,0.9851,0.9851,0.6037,Aroused
35,New Light,['John Mayer'],0.325,0.828,216015,0.689,0.0384,7,0.0808,-7.878,1,0.0326,123.931,4,0.853,0.9942,0.9942,0.8729,Aroused
36,It's You,['Ali Gatie'],0.374,0.732,212607,0.463,0.0,11,0.194,-6.972,0,0.0287,95.971,4,0.397,0.9973,0.9973,0.4169,Aroused
37,Georgia,['Vance Joy'],0.312,0.388,230507,0.66,0.000307,11,0.0943,-7.372,1,0.0308,143.554,4,0.401,0.9856,0.9856,0.4207,Aroused
38,Easy,['Camila Cabello'],0.411,0.574,194686,0.593,1.55e-06,4,0.0966,-5.731,0,0.0463,128.073,4,0.355,0.9997,0.9997,0.375,Aroused
39,All I Want,['Kodaline'],0.172,0.209,305747,0.412,0.15,0,0.0843,-9.733,1,0.0443,86.26,3,0.162,0.9827,0.9827,0.1817,Aroused
40,Beyond,['Leon Bridges'],0.229,0.581,240600,0.687,0.0,6,0.109,-5.4,1,0.105,76.014,4,0.187,0.9759,0.9759,0.2065,Aroused
