,name,artists,acousticness,danceability,duration_ms,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,valence,nlp_lyrics,nlp_annotations,valence+nlp,mood
10,Insecure (feat. Pink Sweat$),"['Bren Joy', 'Pink Sweat$']",0.857,0.462,181183,0.397,0.0,9,0.091,-5.72,1,0.115,154.955,4,0.298,0.9472,0.9472,0.3169,Chill
11,the catch up,['Ambré'],0.39,0.821,188116,0.37,0.00215,8,0.102,-10.865,0,0.0697,125.019,4,0.505,0.6635,0.6635,0.5183,Chill
12,SURF (feat. Masego),"['Xavier Omär', 'Masego']",0.11,0.603,202107,0.569,0.000459,11,0.101,-7.472,0,0.346,166.051,4,0.305,0.9914,0.9914,0.3248,Chill
13,Too Sweet (feat. Unknown Mortal Orchestra),"['India Shawn', 'Unknown Mortal Orchestra']",0.113,0.697,226506,0.668,5.46e-05,10,0.239,-6.274,0,0.0646,119.764,4,0.642,0.6433,0.6433,0.6549,Chill
14,F.U.C.K.,['Victoria Monét'],0.709,0.761,205374,0.397,0.105,8,0.166,-9.48,0,0.0516,127.971,4,0.464,0.9995,0.9995,0.484,Chill
15,Cooking With Grease,['Shelley FKA DRAM'],0.229,0.547,192797,0.523,6.05e-06,7,0.101,-7.595,0,0.142,169.569,4,0.408,0.997,0.997,0.4279,Chill
16,My City ft. Masego,"['ELHAE', 'Masego']",0.0754,0.761,190376,0.536,0.0,11,0.154,-7.487,0,0.119,133.04,4,0.525,0.6052,0.6052,0.5371,Chill
17,Pick A Side (Remix),"['Raiche', 'Ty Dolla $ign']",0.385,0.461,177062,0.745,0.0,0,0.386,-4.152,0,0.292,165.472,4,0.834,0.9321,0.9321,0.8526,Chill
18,FWM,['Tone Stith'],0.285,0.615,196657,0.551,0.00105,7,0.109,-6.763,0,0.144,142.019,4,0.363,-0.9492,-0.9492,0.344,Chill
19,June 1st,['Ant Clemons'],0.847,0.386,111160,0.439,0.0,7,0.109,-9.336,0,0.0583,173.746,4,0.35,0.2942,0.2942,0.3559,Chill
20,Peaches (feat. Daniel Caesar & Giveon),"['Justin Bieber', 'Daniel Caesar', 'Giveon']",0.321,0.677,198082,0.696,0.0,0,0.42,-6.181,1,0.119,90.03,4,0.464,0.9889,0.9889,0.4838,Chill
21,Roses,['VanJess'],0.355,0.536,149653,0.427,0.0,4,0.13,-8.083,0,0.361,73.608,4,0.607,0.9876,0.9876,0.6268,Chill
22,Intruded,"['Justine Skye', 'Timbaland']",0.498,0.633,186368,0.498,7.27e-06,9,0.173,-5.722,1,0.0418,107.223,4,0.371,0.996,0.996,0.3909,Chill
23,All About You,"['Leon Bridges', 'Lucky Daye']",0.122,0.746,180095,0.454,1.52e-05,9,0.296,-8.79,1,0.0583,121.921,4,0.268,0.9943,0.9943,0.2879,Chill
24,Exposure,['Shelley FKA DRAM'],0.395,0.548,224544,0.564,0.0,3,0.116,-5.534,1,0.0766,110.771,3,0.476,0.9993,0.9993,0.496,Chill
25,Fiji Fine,['Bren Joy'],0.443,0.701,180575,0.631,0.000123,0,0.101,-6.7,0,0.0461,82.484,4,0.78,0.9982,0.9982,0.8,Chill
26,Show U Off,['Brent Faiyaz'],0.643,0.583,251133,0.405,0.00391,0,0.108,-11.295,1,0.0534,84.997,4,0.549,0.9805,0.9805,0.5686,Chill
27,A Moment,['RILEY'],0.939,0.525,195502,0.24,4.85e-06,5,0.105,-7.568,0,0.0267,90.147,4,0.369,0.0791,0.0791,0.3706,Chill
28,Better Than I Imagined [Feat. H.E.R. & Meshell Ndegeocello] - KAYTRANADA Remix,"['Robert Glasper', 'H.E.R.', 'Meshell Ndegeocello', 'KAYTRANADA']",0.0157,0.566,227132,0.357,0.0,10,0.121,-10.932,0,0.222,81.404,4,0.219,0.9522,0.9522,0.238,Chill
29,Speak To Me (Queen Mix) (feat. Queen Naija),"['Koryn Hawthorne', 'Queen Naija']",0.354,0.644,179742,0.597,0.0,0,0.13,-5.688,0,0.235,82.467,4,0.69,0.999,0.999,0.71,Chill
30,Rider,['Yo Trane'],0.255,0.605,180670,0.564,0.0,8,0.135,-11.223,1,0.139,77.556,4,0.487,0.9704,0.9704,0.5064,Chill
31,Already There,['Nesta'],0.128,0.705,212587,0.537,0.0,1,0.14,-6.151,0,0.0703,147.884,4,0.265,0.9976,0.9976,0.285,Chill
32,Last Love,['Sinead Harnett'],0.079,0.592,153893,0.668,0.000562,1,0.116,-6.559,1,0.0571,91.014,4,0.454,0.9969,0.9969,0.4739,Chill
33,In Too Deep (feat. Kiana Ledé),"['Jacob Collier', 'Kiana Ledé']",0.605,0.661,232707,0.29,0.0096,9,0.0629,-14.568,1,0.0453,151.887,3,0.13,0.9643,0.9643,0.1493,Chill
34,Damn,['Baby Rose'],0.785,0.428,174208,0.546,0.000112,5,0.123,-7.954,1,0.0452,139.868,4,0.46,-0.9842,-0.9842,0.4403,Chill
35,Look Easy,['Robin Thicke'],0.0819,0.778,190369,0.567,6.98e-05,3,0.37,-10.699,0,0.0422,139.964,4,0.946,0.9988,0.9988,0.966,Chill
36,GIFTED,['KALLITECHNIS'],0.369,0.472,270000,0.472,0.171,5,0.111,-8.844,1,0.0451,159.765,4,0.121,0.9332,0.9332,0.1397,Chill
37,telepatía,['Kali Uchis'],0.112,0.653,160191,0.524,0.0,11,0.203,-9.016,0,0.0502,83.97,4,0.553,0.9274,0.9274,0.5715,Chill
38,Superstar,['DaniLeigh'],0.696,0.504,153597,0.492,4.2e-05,9,0.369,-7.634,1,0.237,72.974,4,0.478,0.9984,0.9984,0.498,Chill
39,Slow Down,['VanJess'],0.198,0.692,228933,0.599,0.000315,11,0.392,-5.941,1,0.0398,113.034,4,0.369,0.9962,0.9962,0.3889,Chill
40,One More Kiss,['Kenneth Whalum'],0.891,0.687,226630,0.297,0.00347,1,0.107,-11.611,0,0.0342,77.043,4,0.311,0.8243,0.8243,0.3275,Chill
41,Baby Powder,['Jenevieve'],0.323,0.784,180435,0.521,0.000283,1,0.0518,-8.217,0,0.0529,78.456,3,0.682,-0.4243,-0.4243,0.6735,Chill
42,235 (2:35 I Want You),['Ashanti'],0.363,0.607,231429,0.677,0.0,11,0.302,-5.858,0,0.175,139.974,4,0.211,0.9961,0.9961,0.2309,Chill
43,Down,['Jhyve'],0.185,0.455,253224,0.466,1.68e-06,6,0.112,-7.338,0,0.0432,108.185,4,0.155,-0.9916,-0.9916,0.1352,Chill
44,Easy,['Bea Anderson'],0.846,0.489,210547,0.36,0.0,11,0.377,-10.047,0,0.0933,125.153,4,0.555,-0.9939,-0.9939,0.5351,Chill
45,Right Time,"['Ye Ali', 'Reggie Becton']",0.0569,0.715,177371,0.326,2.47e-06,4,0.112,-11.664,0,0.0749,76.497,4,0.231,0.9386,0.9386,0.2498,Chill
46,Organic,['Eric Bellinger'],0.279,0.486,197647,0.602,2.27e-05,6,0.104,-7.379,1,0.394,98.095,4,0.483,0.954,0.954,0.5021,Chill
47,Two Ways,['Trey Songz'],0.0485,0.679,201169,0.463,0.0,1,0.114,-8.146,1,0.126,160.054,3,0.286,0.9654,0.9654,0.3053,Chill
48,Exit,['Sebastian Mikael'],0.545,0.479,196673,0.362,0.000201,4,0.524,-6.759,0,0.0596,158.281,3,0.48,0.9931,0.9931,0.4999,Chill
49,Take Care of You (feat. Syd),"['Charlotte Day Wilson', 'Syd']",0.822,0.683,213071,0.486,0.0227,4,0.276,-9.726,0,0.11,126.985,4,0.279,-0.6011,-0.6011,0.267,Chill
