,name,artists,acousticness,danceability,duration_ms,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,valence,nlp_lyrics,nlp_annotations,valence+nlp,mood
67,The Truth,['In Flames'],0.00182,0.481,184531,0.993,0.00162,10,0.2,-3.368,0,0.106,125.077,4,0.171,-0.9834,-0.9834,0.1513,Energised
68,Welcome Home,['Coheed and Cambria'],0.00648,0.442,374973,0.951,1.12e-06,11,0.0887,-5.27,1,0.11,154.004,4,0.158,0.9919,0.9919,0.1778,Energised
69,blood (feat. KennyHoopla & JUDGE),"['nothing,nowhere.', 'KennyHoopla', 'JUDGE']",0.0359,0.608,158429,0.817,3e-06,4,0.143,-4.405,0,0.151,81.014,4,0.845,0.964,0.964,0.8643,Energised
70,Infinite,"['Silverstein', 'Aaron Gillespie']",0.000121,0.441,163720,0.868,2.72e-06,11,0.145,-5.516,0,0.0714,162.0,4,0.366,0.7622,0.7622,0.3812,Energised
71,One Step Closer,['Linkin Park'],0.0014,0.492,157333,0.969,1.32e-06,9,0.0787,-4.419,1,0.0491,95.136,4,0.538,-0.5078,-0.5078,0.5278,Energised
72,Straight to Hell,['Ozzy Osbourne'],0.00127,0.436,225027,0.761,0.00403,8,0.173,-2.43,1,0.0506,142.027,4,0.282,-0.9969,-0.9969,0.2621,Energised
73,Instant History,['Biffy Clyro'],0.00872,0.615,210947,0.732,0.0,8,0.114,-3.966,0,0.0327,133.011,4,0.43,-0.8645,-0.8645,0.4127,Energised
74,This is Our Life,['Des Rocs'],0.00108,0.367,224307,0.877,1.08e-05,7,0.351,-3.92,1,0.109,157.68,4,0.395,-0.9969,-0.9969,0.3751,Energised
75,Killing In the Name,['Rage Against The Machine'],0.0185,0.457,313667,0.779,2.04e-06,7,0.0247,-6.323,1,0.257,86.573,4,0.734,-0.9988,-0.9988,0.714,Energised
76,HEADSPACE FT. POORSTACY,"['Fame on Fire', 'POORSTACY']",0.014,0.508,191434,0.946,0.0,10,0.213,-4.129,0,0.0929,162.019,4,0.569,0.9927,0.9927,0.5889,Energised
77,Teardrops,['Bring Me The Horizon'],0.000323,0.497,215004,0.916,0.0,7,0.36,-3.323,1,0.108,96.051,4,0.401,-0.9988,-0.9988,0.381,Energised
78,Bodies,['Drowning Pool'],0.00364,0.656,201960,0.927,0.00328,4,0.155,-3.396,0,0.0821,130.898,4,0.616,0.6083,0.6083,0.6282,Energised
79,The Diary of Jane - Single Version,['Breaking Benjamin'],7.13e-05,0.392,200547,0.964,0.0387,10,0.106,-4.441,0,0.0644,167.024,4,0.269,1.0,1.0,0.289,Energised
80,hometown,['cleopatrick'],0.000621,0.315,256072,0.826,0.000669,7,0.0703,-4.315,0,0.0644,139.163,4,0.359,-0.9922,-0.9922,0.3392,Energised
81,Alive - Chris Lord-Alge Mix,['P.O.D.'],1.21e-05,0.421,205027,0.95,0.000214,10,0.314,-3.985,1,0.0768,80.912,4,0.553,,,0.553,Energised
82,Love Bites (So Do I),['Halestorm'],0.00116,0.536,192008,0.966,0.00531,2,0.173,-2.037,0,0.137,125.008,4,0.379,0.9951,0.9951,0.3989,Energised
83,The Red,['Chevelle'],0.000671,0.509,238400,0.843,0.000803,1,0.348,-3.318,0,0.0488,140.055,3,0.332,-0.6696,-0.6696,0.3186,Energised
84,Into The Dark (feat. Kellin Quinn),"['Point North', 'Kellin Quinn']",0.000504,0.544,198000,0.921,0.0,2,0.391,-4.03,1,0.0512,95.018,4,0.603,0.9974,0.9974,0.6229,Energised
85,Wasteland,['Seether'],7.61e-05,0.268,239627,0.811,0.00122,1,0.0651,-4.06,1,0.0409,101.041,3,0.295,-0.1384,-0.1384,0.2922,Energised
86,Low Life,['Crobot'],0.0008,0.546,216515,0.911,7.73e-05,6,0.131,-4.801,1,0.062,76.008,4,0.757,-0.9988,-0.9988,0.737,Energised
87,The Shift,['10 Years'],0.000324,0.498,180691,0.949,0.0232,11,0.0783,-4.367,0,0.0575,95.027,3,0.517,-0.9971,-0.9971,0.4971,Energised
88,Denial,['Sevendust'],2.62e-05,0.602,258427,0.907,0.00333,1,0.222,-5.587,1,0.0522,104.348,4,0.461,-0.968,-0.968,0.4416,Energised
89,Guerilla Radio,['Rage Against The Machine'],0.015,0.586,207413,0.967,1.61e-05,11,0.17,-4.894,1,0.236,103.537,4,0.476,-0.9962,-0.9962,0.4561,Energised
90,Rusty Cage,['Soundgarden'],1.65e-05,0.307,266200,0.917,0.00044,9,0.0566,-7.599,1,0.0977,101.879,4,0.266,0.9042,0.9042,0.2841,Energised
91,Thunder Kiss '65 - JDevil Number Of The Beast Remix,"['Rob Zombie', 'White Zombie', 'Jonathan Davis']",3.21e-05,0.621,229080,0.864,0.299,9,0.357,-5.969,1,0.155,127.997,4,0.304,,,0.304,Energised
92,Blood,['In This Moment'],0.012,0.534,207587,0.95,1.91e-06,9,0.413,-2.712,0,0.161,140.071,4,0.527,-0.9979,-0.9979,0.507,Energised
93,Bullet With Butterfly Wings - Remastered 2012,['The Smashing Pumpkins'],5.59e-05,0.404,258467,0.72,0.836,10,0.0466,-9.18,0,0.0623,121.864,4,0.475,,,0.475,Energised
94,Asking for It,['Shinedown'],0.00273,0.449,210707,0.971,0.0,10,0.141,-3.66,1,0.0476,144.031,4,0.414,-0.5175,-0.5175,0.4036,Energised
95,Machinehead,['Bush'],2.57e-05,0.143,256333,0.919,0.00427,9,0.134,-4.438,1,0.11,172.668,3,0.201,0.9735,0.9735,0.2205,Energised
96,We Believe (feat. David Draiman),"['Hyro The Hero', 'David Draiman']",0.00166,0.513,198358,0.874,0.0,2,0.0647,-4.902,0,0.208,149.823,4,0.2,-0.994,-0.994,0.1801,Energised
97,Rise,['Sixx:A.M.'],0.0016,0.323,233587,0.979,0.00192,10,0.349,-2.82,1,0.128,178.126,4,0.294,-0.9722,-0.9722,0.2746,Energised
98,Ricochet,['Papa Roach'],0.000162,0.544,192005,0.902,1.62e-06,4,0.0843,-5.041,0,0.0454,141.995,4,0.36,-0.9867,-0.9867,0.3403,Energised
99,Firestarter,['The Prodigy'],0.00339,0.534,279800,0.946,0.442,11,0.164,-5.167,1,0.0793,141.517,4,0.379,-0.9661,-0.9661,0.3597,Energised
