,name,artists,acousticness,danceability,duration_ms,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,valence,nlp_lyrics,nlp_annotations,valence+nlp,mood
58,blue,"['the bootleg boy', 'artemis orion']",0.646,0.707,118154,0.314,0.0288,6,0.186,-14.06,0,0.0377,114.978,4,0.335,0.8343,0.8343,0.3517,Sad
59,say those things,['eli.'],0.531,0.784,178615,0.353,4.51e-06,4,0.292,-6.755,1,0.0377,130.162,3,0.442,0.9602,0.9602,0.4612,Sad
60,Did You?,['tøm hughes'],0.904,0.8,106764,0.144,0.351,2,0.107,-17.291,1,0.0655,85.969,4,0.318,0.9989,0.9989,0.338,Sad
61,Hookup Culture,['Hojean'],0.77,0.659,200351,0.359,0.0,0,0.22,-8.336,1,0.0249,78.977,4,0.261,0.969,0.969,0.2804,Sad
62,Sometimes (Backwood),['gigi'],0.767,0.41,153000,0.174,0.00197,3,0.114,-11.405,1,0.0328,105.292,4,0.0694,-0.811,-0.811,0.0532,Sad
63,Lookalike,['Conan Gray'],0.766,0.434,220867,0.302,7.63e-06,10,0.149,-10.117,1,0.0378,121.645,4,0.173,0.9856,0.9856,0.1927,Sad
64,Crybaby,['Dreamer Boy'],0.501,0.626,205950,0.652,2.68e-06,5,0.118,-6.132,1,0.0351,138.007,4,0.475,0.9961,0.9961,0.4949,Sad
65,Heathers,['Leo Bhanji'],0.866,0.72,157668,0.628,0.000502,11,0.122,-7.126,0,0.195,81.006,4,0.499,0.9657,0.9657,0.5183,Sad
66,Same Way,['dexter'],0.892,0.58,87273,0.186,0.0,8,0.22,-11.641,1,0.118,77.005,1,0.463,0.9721,0.9721,0.4824,Sad
67,Malleable,['Max Leone'],0.638,0.688,168007,0.476,0.0128,8,0.109,-6.56,0,0.0311,150.051,4,0.276,0.63,0.63,0.2886,Sad
68,Losing Sleep,['Dylan Fraser'],0.587,0.636,222885,0.563,0.000244,9,0.115,-5.809,1,0.0302,144.924,4,0.539,,,0.539,Sad
69,less of you,['keshi'],0.544,0.563,206893,0.678,1.34e-06,7,0.117,-5.885,1,0.0495,169.963,4,0.568,-0.9884,-0.9884,0.5482,Sad
