,name,artists,acousticness,danceability,duration_ms,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,valence,lyrics,annotations,nlp_lyrics,nlp_annotations,valence+nlp,mood
10,Insecure (feat. Pink Sweat$),"['Bren Joy', 'Pink Sweat$']",0.857,0.462,181183,0.397,0.0,9,0.091,-5.72,1,0.115,154.955,4,0.298,"Justin Bieber - Lifetime
Lil Nas X - MONTERO (Call Me By Your Name)
Taylor Swift - You All Over Me (feat. Maren Morris) (Taylor’s Version) (From The Vault)
Rod Wave - Richer (feat. Polo G)
KAROL G - EL MAKINON
Internet Money - JETSKI (feat. Lil Mosey & Lil Tecca)
Coi Leray - BIG PURR (Prrdd) (feat. Pooh Shiesty)
BROCKHAMPTON - BUZZCUT (feat. Danny Brown)
The Kid LAROI - Shot For Me - Spotify Singles
Ali Gatie - Do You Believe
24kGoldn - Love Or Lust
Moneybagg Yo - Hard For The Next (with Future)
Tate McRae - bad ones
benny blanco - Unlearn (with Graciе Abrams)
Jungle - Keep Moving
serpentwithfeet - Hеart Storm (with NAO)
Demi Lovato - Dancing With The Devil
Julia Michaels - All Your Exes
NF - JUST LIKE YOU
AJR - 3 O'Clock Things
beabadoobee - Last Day On Earth
Sub Urban - PATCHWERK (with Two Feet)
Slush Puppy - Juliette
Wolf - Hydra
Major Lazer - Titans (feat. Sia & Labrinth)
YBN Nahmir - WooWAM
Calboy - Miseducation (feat. Lil Wayne)
Princess Nokia - It's Not My Fault
Alaina Castillo - indica
Rag'n'Bone Man - Fall in Love Again
All Time Low - Once In A Lifetime
Young Dolph - Penguins
YNW Melly - Na Na Na Boo Boo
Nicki Nicole - No Toque Mi Naik
Mimi Webb - Good Without
Cian Ducrot - Crocodiles
Gallant - Dynamite.
Bren Joy - Insecure (feat. Pink Sweat$)
Kenny Mason - Play Ball
Peach Tree Rascals - Change My Mind
Georgia Webster - Push & Pull
Maddie & Tae - Woman You Got
Reiley - Let It Ring
Russ - BANKRUPT
Sleepy Hallow - 2 Sauce
Pipe Bueno - Tequila
IU - LILAC
ZHU - Sky Is Crying
The Knocks - R U HIGH (feat. Mallrat)
mehro - not alone
Savannah Sgro - Until We Drink
Noga Erez - Fire Kites
Patrick Droney - State of the Heart
Fiji Blue - Wait!
Audrey Mika - Chivalry
Sofia Carson - Fool's Gold
JVKE - Home
JUMEX - EX BEST FRIEND
BlueBucksClan - Lil League (feat. Quavo & Hit-Boy)
Big Scarr - SoIcyBoyz 3 (feat. Gucci Mane, Pooh Shiesty, Foogiano & Tay Keith)
Pacman da Gunman - Zero Tolerance
Lonely God - Built For This
Goth Babe - Laurelhurst 🕒
Evann McIntosh - JENN!FER AN!STON
Jax - 90s Kids 🕒
Jackson Wang - LMLY
Chiiild - Sleepwalking
Shelley FKA DRAM - Cooking With Grease
VIC MENSA - FR33DOM (ft. Zacari)
Quando Rondo - Angel Wings
BigKayBeezy - Heartless
Juhn - Indecente
Becky Hill - Last Time
Ross Copperman - Electricity
Chloe Angelides - Friends Who Failed At Love
underscores - Spoiled little brat
Sam Ryder - Tiny Riot
Johnny Orlando - I Don’t (with DVBBS)
FITZ - Spaceman
Royal Blood - Limbo
Evanescence - Broken Pieces Shine
Olive Amun - Blues
Delacey - Boy With The Blues
Arden Jones - roll the dice
Prettyboyworldwyde - Lullabies
Thomas Headon - Bored
Ben Howard - Metaphysical Cantations
Elevation Worship - Jireh (feat. Chandler Moore & Naomi Raine)
Andrew Jannakos - Wine Country
Teddy Swims - Til I Change Your Mind 🕒
Grace Weber - Thru The Fire (feat. Chance the Rapper)
Enchanting - Want Sum
Big Jade - No Hook 🕒
Trapboy Freddy - Oakcliff (feat. Yella Beezy, Young Nino, Smurf Franklin & Hotboy Star) 🕒
Badda TD - Glitch (feat. Rowdy Rebel)
midwxst - Smile
Anthony Ramos - Say Less
Anna of the North - Here's To Another
Justin Quiles - Como Si Nah (feat. KEVVO)
Bobby Sessions - Cog In The Machine",,0.9472,0.9472,0.3169,Chill
11,the catch up,['Ambré'],0.39,0.821,188116,0.37,0.00215,8,0.102,-10.865,0,0.0697,125.019,4,0.505,"[Intro]
Yeah-yeah, yeah

[Verse 1]
I'm out the country
You're in New Orleans
Last time I was there you was in Houston though
We keep playin' tag but I can't get to you
Now I'm in my city
This time don't miss me
'Cause I be movin' quick, I know
Movin' quick, shoulda caught you on your freaky shit, like when we first linked

[Pre-Chorus]
Tonight I need a repeat
You not like them, they weak links
These bitches do it for a retweet (Retweet)
You come for me
Pulled up when I was sleepin'
Like a fever dream
But I'm quite aware

[Chorus]
Can wе catch up?
Can we get a room?
Check out in thе mornin'
In the mornin'
Check out in the mornin'
In the mornin'
Can we catch up?
Can we get a room?
Check out in the mornin', yeah
In the mornin'
Check out in the mornin', yeah
In the mornin'

[Verse 2]
I know the past is the past
And I know whatever's good never last
Forever, forever
Not like we been through
Guess we made for it
I ain't scared of you, got no fear
I be movin' quick, I know
You say I’m always trippin'
Not like a vacation, I stay on my fly shit, oh

[Pre-Chorus]
Tonight I need a repeat
You not like them, they weak links
These bitches do it for a retweet (Retweet)
Give me brain like a geek, geek
Pulled up when I was sleepin'
Like a fever dream
But I'm quite aware

[Chorus]
Can we catch up?
Can we get a room?
Check out in the mornin'
In the mornin'
Check out in the mornin'
In the mornin'
Can we catch up?
Can we get a room?
Check out in the mornin', yeah
In the mornin'
Check out in the mornin', yeah
In the mornin' (Ayy, ayy-ayy)",,0.6635,0.6635,0.5183,Chill
12,SURF (feat. Masego),"['Xavier Omär', 'Masego']",0.11,0.603,202107,0.569,0.000459,11,0.101,-7.472,0,0.346,166.051,4,0.305,"[Intro: Xavier Omär]
Ooh
Yeah, yeah
Yeah, yeah
Ooh
Ooh
Yeah, yeah
Yeah, yeah
Ooh
Yeah
We set the mood
Uh

[Verse 1: Xavier Omär]
I see that look up in your eyes
I've got it too
So this ain't no real surprise
You know it's the right place (Yeah)
At the right time (Yeah)
With the right mood
And the moonlights
I'll show you better than I can say

[Pre-Chorus: Xavier Omär]
You feel a force, a pull
That raised your tide, ide-ide-ide
And everytime you bring me to the light

[Chorus: Xavier Omär]
Get on this board and, surf
Ooh, ooh, ooh
I'm gonna surf
Ooh, ooh, ooh (Woo)
My baby (Ooh, ooh, ooh)
Let your waves grips on my shore
Get on this board and, surf
Let me surf them waves
Let me surf them waves

[Verse 2: Masego]
Prior to this moment, the thought of
Drownin', made me uneasy
Rock, wave, rock, down
I wanna be lost in sea
Floatin' (Floatin')
Drownin' (Drownin')
Breaststroke, I know I will last (Why?)
'Cause I feel every ripple, every wave

[Pre-Chorus: Masego & Xavier Omär]
I know you feel a force, a pull
That raised, your tide, ide-ide-ide
And everytime you bring me to the light

[Chorus: Xavier Omär]
Get on this board and, surf
Ooh, ooh, ooh
I'm gonna surf
Ooh, ooh, ooh (Woo)
My baby (Ooh, ooh, ooh)
Let your waves grips on my shore (Ooh, ooh, ooh)
Get on this board and, surf (Ooh, ooh, ooh)
Let me surf them waves (Ooh, ooh, ooh)
Let me surf them waves (Ooh, ooh, ooh)

[Post-Chorus: Xavier Omär]
(Ooh, yeah, ooh, yeah, ooh, yeah, yeah)
(Ooh, yeah, ooh, yeah, ooh, yeah, yeah)
Let me surf them waves
Let me surf them waves
(Ooh, yeah, ooh, yeah, ooh, yeah, yeah)
(Ooh, yeah, ooh, yeah, ooh, yeah, yeah)
Let me surf them waves
Let me surf them waves

[Outro: Xavier Omär]
I'm gon surf that wave, I'm gon surf that wave
I'm gon surf that wave, I'm gon surf that—
I'm gon surf that wave, I'm gon surf that wave (Yeah, yeah, yeah)
I'm gon surf that wave, I'm gon surf that—
I'm gon surf that wave, I'm gon surf that wave
I'm gon surf that wave, I'm gon surf that—
I'm gon surf that wave, I'm gon surf that wave (Yeah, yeah, yeah)
I'm gon surf that wave, I'm gon surf that—
Yeah, uh, yeah, uh",,0.9914,0.9914,0.3248,Chill
13,Too Sweet (feat. Unknown Mortal Orchestra),"['India Shawn', 'Unknown Mortal Orchestra']",0.113,0.697,226506,0.668,5.46e-05,10,0.239,-6.274,0,0.0646,119.764,4,0.642,"Pop Smoke - AP - Music from the film Boogie
Drakeo the Ruler - Talk To Me
Joel Corry - BED
Post Malone - Only Wanna Be With You - Pokémon 25 Version
2KBABY - Like This
Nick Jonas - Spaceman
Madison Beer - Blue
Yung Bleu - Thieves In Atlanta (feat. Coi Leray)
Bryson Tiller - 7:00
Daddy Yankee - PROBLEMA
Aries - DITTO
Cautious Clay - Roots
Chloe x Halle - 80/20
YG - Go Big - From The Amazon Original Motion Picture Soundtrack Coming 2 America
DDG - Money Long (feat. 42 Dugg)
Zara Larsson - Look What You've Done
Sam Ryder - Whirlwind
Alice Longyu Gao - She Abunai
Dayglow - Something
Becky G - Rotate
Sad Night Dynamite - Krunk 🐚
Lauren Daigle - Hold On To Me
The Band CAMINO - 1 Last Cigarettе
Noname - Rainforest
Dro Kenji - Kill Cupid
C. Tangana - Tе Olvidaste
Shelley FKA DRAM - Exposure
Rema - Bounce
Alesso - Leave A Little Love
Jade Bird - Open up the heavens
Claire Rosinkranz - Real Life
Wolf Alice - The Last Man on Earth
Fiji Blue - It Takes Two
ssgkobe - thrax
KYLE - But Cha (feat. Josh Golden)
Payday - Big Boy 🐚
Tee Grizzley - Robbery Part Two
Shordie Shordie - Same Niggas
JID - Skegee
India Shawn - Too Sweet (feat. Unknown Mortal Orchestra)
Mallory Merk - Just Because 🐚
Lunay - Sin Ropa
Robin Schulz - One More Time (feat. Alida)
Cody Frost - verbal warnings
Sinead Harnett - Last Love
BRELAND - Cross Country
Elle King - Drunk (And I Don't Wanna Go Home)
Hailey Whitters - How To Break A Heart (feat. Lori McKenna & Hillary Lindsey)
renforshort - virtual reality
Mills - Slide Thru
Curtis Waters - Conceited
Slayyyter - Clouds
Green Day - Here Comes The Shock
Yung Bae - Disco Body Parts (feat. AWOLNATION)
Lous and The Yakuza - Je ne sais pas (feat. Sfera Ebbasta)
Farruko - Oh Mama - Premium
Hotboii - Fuck Shit
Key Glock - I'm The Type
Tobe Nwigwe - GIVE IT BACK
Jhené Aiko - Lead the Way
Peach PRC - Josh
Danny L Harle - Take My Heart Away
Brijean - Wifi Beach
Forrest Nolan - Still Friends 🐚
Two Feet - Never Enough
Royal & the Serpent - i can't get high
Julien Baker - Heatwave
Leon Bridges - Like a Ship
Starrah - Miss This
Ant Clemons - June 1st
Ant Saunders - Spoiled
Maisie Peters - John Hughes Movie
Goody Grace - On Repeat (feat. Cigarettes After Sex & Lexi Jayde)
Kero Kero Bonito - The Princess and the Clock
Ricky Himself - I Know You Like Black Flag
Wallice - 23
Sam Dew - THINKING OF YOU
Damien - Ride
Freddie Gibbs - Winter in America - From “Black History Always / Music For the Movement Vol. 2""
Bren Joy - Fiji Fine
CRITTER - PFC
Thomston - JPA989
carpetgarden - Beautiful Mind
Tank - Can't Let It Show
Duke Deuce - ARMY
Stunna Girl - ASK ABOUT ME 🐚
FCG Heem - More Pain (feat. Toosii)
The Offspring - Let The Bad Times Roll
Jack Newsome - Arms
EVAN GIIA - Stay Up
Aleyna Tilki - Retrograde
WONHO - Ain't About You (feat. Kiiara)
Reece - Generational Heartthrob
Evvie McKinney - Do It Again
Zero 9:36 - Take Me Instead
Issey Cross - Boys Make Promises
Anthony de la Torre - Anyone Else But You
Josh Fudge - FEEL LIKE
6 Dogs - Starfire (Teen Titans)
Daft Punk - One More Time",,0.6433,0.6433,0.6549,Chill
14,F.U.C.K.,['Victoria Monét'],0.709,0.761,205374,0.397,0.105,8,0.166,-9.48,0,0.0516,127.971,4,0.464,"[Verse 1]
Is your favorite color blue? 'Cause you're somethin' like my crip-tonight
I think I want you to maybe meet me at my crib tonight
Might not be the one but I'm definitely the prototype
Let's get down and get it on the floor, floor

[Chorus]
I wanna be a friend you can keep
(F.U.C.K., yeah, a friend you can keep, oh, oh)
I wanna be a friend you can keep
(F.U.C.K., yeah, a friend you can keep, oh, oh)
I wanna be a friend you can keep
(F.U.C.K., yeah, a friend you can keep, oh, oh)
I wanna be a friend you can keep
(F.U.C.K., yeah, a friend you can keep, oh, oh)
I wanna be a friend you can keep
(F.U.C.K., yeah, a friend you can keep, oh, oh)

[Verse 2]
Uh, I'm just tryna jump your bones, we don't gotta jump the broom, you know
Might be across the room but in private we be super close
And plus it's a go, just according to the horoscopes
Lookin' like the stars align for life

[Chorus]
I wanna be a friend you can keep
(F.U.C.K., yeah, a friend you can keep, oh, oh)
I wanna be a friend you can keep
(F.U.C.K., yeah, a friend you can keep, oh, oh)
I wanna be a friend you can keep
(F.U.C.K., yeah, a friend you can keep, oh, oh)
I wanna be a friend you can keep
(F.U.C.K., yeah, a friend you can keep, oh, oh)
I wanna be a friend you can keep
(F.U.C.K., yeah, a friend you can keep, oh, oh)

[Post-Chorus]
Ooh
Ooh, ooh (F.U.C.K., yeah, a friend you can keep, oh, oh)
A friend you can keep, oh, oh
(F.U.C.K., yeah, a friend you can keep, oh, oh)

[Bridge]
I'm just tryna jump your bones, we don't gotta jump the broom, you know
I'm just tryna jump your bones, we don't gotta jump the broom, you know
Oh, oh-oh
Oh-oh (I'm just tryna jump your bones, we don't gotta jump the broom, you know)
Oh-oh
Oh

[Outro]
Let me be the friend that you can keep (Oh-oh)
Pinky swear to keep you next to me (Oh-oh)
Like a charm that fits you perfectly (Oh-oh)
Oh, oh
Let me be the friend that you can keep (Oh-oh)
Pinky swear to keep you next to me (Oh-oh)
We can frame the bedroom memories (Oh-oh)
Ooh, ooh-ooh (Oh-oh)
Ooh-ooh, ooh-ooh, ooh-ooh (Oh-oh)
Ooh, ooh, ooh-ooh, ooh, ooh, ooh
F.U.C.K me","[('And plus it’s a go, just according to the horoscopes\n Lookin’ like the stars align for life', [['People often base their compatibility within a relationship on the Zodiac profiles. Monét believes she and the person in question match perfectly, despite their connection relying on sex.']]), ('Uh, I’m just tryna jump your bones, we don’t gotta jump the broom, you know', [['Jumping the broom is the practice of a wedding ceremony which was introduced in answer to civil marriage act in 1836. It is said to be practiced by the African Americans of the Atlantic slave trade, and since.\n\nMonét proposes marriage isn’t necessary as she’s only trying to keep their union sexual.']])]",0.9995,0.9995,0.484,Chill
15,Cooking With Grease,['Shelley FKA DRAM'],0.229,0.547,192797,0.523,6.05e-06,7,0.101,-7.595,0,0.142,169.569,4,0.408,"[Pre-Chorus]
It's got you dotting your I's
And crossing your T's
It's got you cleaning your dirt
Before it gets back to me
It's got you dotting your I's
And crossing your T's
It's got you cleaning your dirt
Before it gets back to me

[Chorus]
Just when you need some love, just when you need some love
Just when you need some love, just when you need some love
Just when you need some love, just when you need some love
Just when you need some love, when you're in need

[Verse 1]
I feel used and abused, so I started doing it, too
But I never did it to you, oh no, oh no
So why you do it to me, baby?
Sounds so stupid to me
Ain't it funny how you couldn't be alone (Alone)

[Pre-Chorus]
It's got you dotting your I's
And crossing your T's
It's got you cleaning your dirt
Before it gets back to me

[Chorus]
Just when you need some love, just when you need some love
Just when you need some love, just when you need some love
Just when you need some love (Haven't gotten any loving in a long time)
Just when you need some love (And I've been thinking and I want it right now)
Just when you need some love, when you're in need (Haven't gotten any loving in a long time)

[Verse 2]
So the way I give good loving makes me proud of myself
And I can't be good for nothing, baby, I doubt it myself
Hot sex out of the oven, baby, we're cooking with grease
And next time you need a lil' something, girl, start looking for me

[Pre-Chorus]
It's got you dotting your I's (Your I's)
And crossing your T's (Your I's)
It's got you cleaning your dirt (Your dirt)
Before it gets back to me (Yeah, yeah, yeah)
It's got you dotting your I's (Your I's)
And crossing your T's (Your I's)
It's got you cleaning your dirt (Your dirt)
Before it gets back to me

[Chorus]
Just when you need some love, just when you need some love
Just when you need some love, just when you need some love
Just when you need some love (Haven't gotten any loving in a long time)
Just when you need some love (And I've been thinking and I want it right now)
Just when you need some love, when you're in need (Haven't gotten any loving in a long time)",,0.997,0.997,0.4279,Chill
16,My City ft. Masego,"['ELHAE', 'Masego']",0.0754,0.761,190376,0.536,0.0,11,0.154,-7.487,0,0.119,133.04,4,0.525,"[Intro: Masego]
Oh-oh, oh-oh
'Sego, yeah

[Chorus: Masego]
I've got the keys to my city (Yeah)
They play my songs for the ladies
Darlin', if you're with me no problems
Ask about me, ask about me, oh-oh, oh-oh, oh
I've got the keys to my city (Yeah)
They play my songs for the ladies
Darlin', if you're with me no problems (Yeah)
Ask about me, ask about me, oh-oh, oh-oh, oh (Uh)

[Verse 1: ELHAE]
I got some time, I'm tryna spend it (Spend it), uh
My tank on full, it's never empty (Empty), yeah
You can tell the truth, makin' love the fuel (Uh)
I got the juice to put it simply (Ha)
Way too up right now, it's hard to turn mе down (Ooh, ooh-ooh), uh
Slidin' in the coupe, shawty wanna paint the town (Ooh, ooh-ooh)
Got thе engine in the trunk, it don't make a sound
Get whatever you want, shawty, I'ma ice you out (Yeah)

[Chorus: Masego & ELHAE]
I've got the keys to my city (Yeah, hahaha, yeah)
They play my songs for the ladies (Oh, yeah)
Darlin', if you're with me no problems
Ask about me, ask about me, ooh-ooh, ooh, ooh-ooh (Yeah)
I've got the keys to my city (Yeah)
They play my songs for the ladies
Darlin', if you're with me no problems (Oh, yeah)
Ask about me, ask about me, oh-oh, oh-oh, oh  (Yeah, uh)

[Verse 2: ELHAE & Masego]
Yeah
When you're with me, know you'll never lack
Like a round trip ticket, always runnin' back, ooh-ooh (Oh-oh)
Let's rendez-vous down in Hartsfield Jack
It's always space for two, ooh, ooh, ooh, ooh
If you say that you want it, you got it, it's all in the fine print
Gotta be flexible, that's my only requirement
Wanna see your legs behind your neck
That's suicide like the doors on my
Murcielago
Pull up in designer (Oh yeah)
This ain't nothin' new  (Yeah)
You know me, you know what I'm 'bout
You know the tag,  (Yeah)

[Chorus: Masego & ELHAE]
I've got the keys to my city (Yeah)
They play my songs for the ladies
Darlin', if you're with me no problems
Ask about me, ask about me, ooh-ooh, ooh, ooh-ooh (Yeah)
I've got the keys to my city (Yeah)
They play my songs for the ladies (Oh, yeah)
Darlin', if you're with me no problems (No problems)
Ask about me, ask about me, oh-oh, oh-oh, oh  (Oh no, ooh-ooh, woah, oh-oh)

[Outro: ELHAE]
Yeah, yeah
Yeah
If you're with me no problems
Ask about me, ha",,0.6052,0.6052,0.5371,Chill
17,Pick A Side (Remix),"['Raiche', 'Ty Dolla $ign']",0.385,0.461,177062,0.745,0.0,0,0.386,-4.152,0,0.292,165.472,4,0.834,"[Verse 1: Raiche]
Text from you came through on my phone
That took way too long
I was wondering, where did you go?
I thought we were doing good, ayy
Somedays you call me up
We both get lost in love land, ooh
But sometimes you just get so cold
Am I sleeping with a stranger?

[Pre-Chorus: Raiche]
I don't know what I'm dealing with
Mask off, mask on, real clown shit
I never ever felt like this
Yeah, you know I want you
I want you, woah, ooh-woah, oh

[Chorus: Raiche]
One minute you're up on me
Then turn and leave me lonely
Don't know with you what I'm getting
Make your actions match your words
One day you say you want me
I need you to pick a side
You better pick a side, yeah
Pick a side, you better pick a side
Yeah, uh-huh (Pick a side, pick a side)

[Verse 2: Ty Dolla $ign]
Pick a side, is it him or me?
I'ma do my queen, you want Hennessy
Yeah, I'm actin' nonchalant but really that shit killin' me
Please, don't take advantage of my solidity, seriously
When I'm gone you textin' you missin' me
You said you wanna be my main thing officially
When you think of Mr. Right, do you picture me?
Or do you only fuck with me for the publicity?
That wasn't sensitive but lately, you been so argumentative
And now I wonder are really even meant for this?
'Cause I can't take you serious if you're too in the mix
That shit don't even make sense, baby, let's be clear (Be clear)
We both know these bums can't compare (Can't compare)
Take off them Vicky's for me, I'm seduced (I'm seduced)
You told me I'ma have to choose or lose (Ooh, yeah)

[Chorus: Raiche & Ty Dolla $ign]
One minute you're up on me
Then turn and leave me lonely
Don't know with you what I'm getting
Make your actions match your words
One day you say you want me
I need you to pick a side
You better pick a side, yeah
Pick a side, you better pick a side (Ooh, ooh, ooh, yeah)

[Bridge: Raiche & Ty Dolla $ign]
One line, two sides
You choose, you choose (I choose, ooh, woah, oh)
Tell me what side do you choose (You choose)

[Chorus: Raiche & Ty Dolla $ign]
One minute you're up on me
Then turn and leave me lonely
Don't know with you what I'm getting
Make your actions match your words (Ooh, yeah)
One day (Oh) you say you want me
I need you to pick a side
You better pick a side, yeah
Pick a side, you better pick a side
You better pick a...",,0.9321,0.9321,0.8526,Chill
18,FWM,['Tone Stith'],0.285,0.615,196657,0.551,0.00105,7,0.109,-6.763,0,0.144,142.019,4,0.363,"[Intro]
Yeah, yeah

[Chorus]
Hunnid stacks, all in cash, got the bag on me
Big dawg, I'm a boss, type of energy
Got the club goin' up, they all fuck with me
(Ooh-ooh, yeah, ooh-ooh, yeah)
Champagne and Ciroc and some Hennessy
If you keep on makin' problems, you gotta leave
Got the club goin' up and they fuck with me (Ooh-ooh, ooh-ooh)

[Verse 1]
Why you so uptight? You came in the wrong place
You know what you like, girl, you know you wanna stay
Them girls, they be tired, they too busy being fake
And I don't fuck with that shit
Girl, you know you should be livin' your life
You know that you got it
Mercedes, we drivin'
You should be excited
Three shots of that whitе, we finally vibin'
Oh yeah, ayy

[Pre-Chorus]
The way you work in thеm red bottom heels, girl, it's heavenly
Baby, you decide if you fuck with me
Showin' all the signs, girl, I know you're freaky
Oh-oh, ooh-woah (Yeah, yeah)

[Chorus]
Hunnid stacks, all in cash, got the bag on me (Oh-oh)
Big dawg, I'm a boss, type of energy (Oh-oh)
Got the club goin' up, they all fuck with me
(Ooh-ooh, yeah, ooh-ooh, yeah)
Champagne and Ciroc and some Hennessy (Oh-oh)
If you keep on makin' problems, you gotta leave (Oh-oh)
Got the club goin' up and they fuck with me
(Ooh-ooh, yeah, ooh-ooh, yeah)

[Verse 2]
It is what it is (Yeah)
The way that you walk, the way that you talk
And you 'bout the business
You and your girls can pour up a cup, you know what it is (Yeah)
'Cause it's the weekend, I'll make it easy
It's all on me, yeah
I can see you coming 'round
'Cause I ain't comin' down, no
Girl, you know what I'm about
We're goin' up in here, right now

[Pre-Chorus]
The way you work in them red bottom heels, girl, it's heavenly
Baby, you decide if you fuck with me
Showin' all the signs, girl, I know you're freaky
Oh-oh, ooh-woah
(Oh-oh, ooh-woah, yeah, yeah)

[Chorus]
Hunnid stacks, all in cash, got the bag on me (Oh-oh)
Big dawg, I'm a boss, type of energy (Oh, yeah)
Got the club goin' up, they all fuck with me
(Ooh-ooh, yeah, ooh-ooh, yeah)
Champagne and Ciroc and some Hennessy (Oh-oh)
If you keep on makin' problems, you gotta leave (Oh-oh)
Got the club goin' up and they fuck with me
(Ooh-ooh, yeah, ooh-ooh, yeah)

[Outro]
Ah, ooh, ooh-ooh, ooh-ooh (Oh-oh)
Ah, ooh, ooh-ooh, ooh-ooh (Oh-oh)",,-0.9492,-0.9492,0.344,Chill
19,June 1st,['Ant Clemons'],0.847,0.386,111160,0.439,0.0,7,0.109,-9.336,0,0.0583,173.746,4,0.35,"[Chorus]
My parents told me I was special
Told 'em I'm gonna be successful
All of these nights that I've been workin'
Gon' pay off, just look at my journey
Just four years ago I was servin', servin' (Servin', servin')
Now it's Easter Sunday, at the service, service
And I'm just grateful for all of my journey

[Verse]
From the plane to the couch
From the couch to the floor
From the floor to the apartments
Still never forget the nights that I slept on a park bench
They ain't leave me (They ain't lеave me)
They feel likе nightmares, the way that haunt me
Signing bad contracts, I almost had lost it
Quiet my conscience, I hate I ignored him, oh-oh, oh
I got out that shit May 31st
Call up my Amaal, spent my last on her
Everything changed for me on June 1st
All Mine just dropped and I'm on the first

[Chorus]
My parents told me I was special
Told 'em I'm gonna be successful
All of these nights that I've been workin'
Gon' pay off, just look at my journey
Just four years ago I was servin', servin' (Servin', servin')
Now it's Easter Sunday, at the service, service
And I'm just grateful for all of my journey (Journey)

[Outro]
Ooh-ooh, ooh-ooh, ooh-ooh
Ooh-ooh, ooh-ooh, ooh-ooh
Ooh-ooh, ooh-ooh, ooh-ooh",,0.2942,0.2942,0.3559,Chill
20,Peaches (feat. Daniel Caesar & Giveon),"['Justin Bieber', 'Daniel Caesar', 'Giveon']",0.321,0.677,198082,0.696,0.0,0,0.42,-6.181,1,0.119,90.03,4,0.464,"1. Justin Bieber- 2 Much
2. Justin Bieber- Deserve You
3. Justin Bieber- As I Am (feat. Khalid)
4. Justin Bieber- Off My Face
5. Justin Bieber- Holy (feat. Chance the Rapper)
6. Justin Bieber- Unstable (feat. The Kid LAROI)
7. Justin Bieber- Die For You (feat. Dominic Fike)
8. Justin Bieber- Hold On
9. Justin Bieber- Somebody
10. Justin Bieber- Ghost
11. Justin Bieber- Peaches (feat. Daniel Caеsar & Giveon)
12. Justin Bieber- Lovе You Different (feat. BEAM)
13. Justin Bieber- Loved By You (feat. Burna Boy)
14. Justin Bieber- There She Go (feat. Lil Uzi Vert)
15. Justin Bieber- I Can't Be Myself (feat. Jaden)
16. Justin Bieber- Lifetime
17. Justin Bieber- Wish You Would (feat. Quavo)
18. Justin Bieber- Know No Better (feat. DaBaby)
19. Justin Bieber- Name (feat. Tori Kelly)
20. Justin Bieber- Anyone
21. Justin Bieber & benny blanco- Lonely
22. Justin Bieber- Sorry
23. DJ Snake- Let Me Love You (feat. Justin Bieber)
24. Justin Bieber- Yummy
25. Justin Bieber- Intentions (feat. Quavo)
26. Justin Bieber- What Do You Mean?
27. Justin Bieber- Love Yourself
28. Major Lazer- Cold Water (feat. Justin Bieber & MØ)
29. Justin Bieber- Baby (feat. Ludacris)
30. DJ Khaled- I'm the One (feat. Justin Bieber, Quavo, Chance the Rapper & Lil Wayne)
31. Justin Bieber- As Long As You Love Me (feat. Big Sean)
32. Luis Fonsi & Daddy Yankee- Despacito (feat. Justin Bieber) [Remix]
33. Justin Bieber- Boyfriend
34. David Guetaa- 2U (feat. Justin Bieber)
35. Justin Bieber- Beauty And A Beat (feat. Nicki Minaj)
36. Jack Ü, Skrillex, Diplo & Justin Bieber- Where Are Ü Now
37. Justin Bieber- Never Say Never (feat. Jaden)
38. Justin Bieber- All Around Me
39. Justin Bieber & BloodPop®- Friends
40. Justin Bieber- Company
41. Justin Bieber- Somebody To Love
42. Ed Sheeran & Justin Bieber- I Don't Care
43. Justin Bieber- One Time
44. Justin Bieber- Come Around Me
45. Justin Bieber- Forever (feat. Post Malone & Clever)
46. Justin Bieber- Confident (feat. Chance the Rapper)
47. Sean Kingston & Justin Bieber- Eenie Meenie
48. DJ Khaled, Justin Bieber & Quavo- No Brainer (feat. Chance the Rapper)
49. Justin Bieber- All That Matters
50. Chris Brown & Justin Bieber- Next To You
51. Justin Bieber- One Less Lonely Girl
52. will.i.am- #thatPOWER (feat. Justin Bieber)
53. Dan + Shay & Justin Bieber- 10,000 Hours
54. Justin Bieber- Purpose
55. Justin Bieber- Habitual
56. Justin Bieber- All Around The World (feat. Ludacris)
57. Maejor- Lolly (feat. Juicy J & Justin Bieber)
58. Justin Bieber- Changes
59. Justin Bieber- I'll Show You
60. Justin Bieber- U Smile
61. Justin Bieber- Second Emotion (feat. Travis Scott)
62. Justin Bieber & Summer Walker- Yummy (Summer Walker Remix)
63. Justin Bieber- That's What Love Is
64. Justin Bieber- Available
65. Justin Bieber- Heartbreaker
66. Justin Bieber- Be Alright
67. Justin Bieber- Get Me (feat. Kehlani)",,0.9889,0.9889,0.4838,Chill
